,QU5017_27-32nt,QU5017_37-43nt,QU5019_27-32nt,QU5019_37-43nt,QU5020_27-32nt,QU5020_37-43nt,QU5033_27-32nt,QU5034_27-32nt,QU5035_27-32nt,QU5334_27-32nt,QU5334_37-43nt,QU5337_27-32nt,QU5337_37-43nt,QU5338_27-32nt,QU5338_37-43nt,RU4816_27-32nt,RU4816_37-43nt,RU4816minus_20-23nt,RU4816minus_20-32nt,RU4816minus_27-32nt,RU4819_27-32nt,RU4819_37-43nt,RU4819minus_20-23nt,RU4819minus_20-32nt,RU4819minus_27-32nt,RU4902_27-32nt,RU4902_37-43nt,RU4903_27-32nt,RU4903_37-43nt
YMR056C_mRNA,9.3,0,1.46,0,0,0,3.39,2.41,3.58,2.69,11.03,9.32,11.88,0,0,2.8,4.15,0,0,0,39.12,0,0,0,0,0,0,0,0
YBR085W_mRNA,9.31,7.2,10.97,3.03,6.96,4.64,2.55,11.98,5.38,17.07,7.36,6.22,0,14.66,14.31,0,0,11,8.49,0,0,0,81.25,61.99,0,0,0,0,0
YJR155W_mRNA,0,0,0.77,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL331C_mRNA,0,0,0,0,0,0,2.92,1.09,0,0.77,3.14,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL165C_mRNA,11.04,0,0,0,0,0,0,1.05,2.55,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR107W_mRNA,0,0,0,0,0,0,2.88,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL243C_mRNA,0,0,0,0,0,0,1.09,1.27,0.89,1.82,0,4.92,0,0,0,0,0,0,3.66,11.77,0,0,0,0,0,0,0,0,0
YNL141W_mRNA,130.02,93.32,172.12,238.4,151.52,120.41,131.29,147.19,104.56,164.9,124.84,130.22,106.72,133.03,128.46,262.48,234.06,304.76,289.66,236.54,259.16,196.45,71.64,153.69,475.7,63.66,0,65.58,0
YHR047C_mRNA,199.02,76.03,202.75,129.12,211.75,117.72,155.06,153.72,166.26,204.5,124.44,218.46,103.81,201.03,94.73,160.49,102.67,206.02,169.88,47.7,199.5,129.46,156.89,153.9,141.77,243.91,0,307.13,205.4
YBL074C_mRNA,30.52,0,13.72,10.81,11.4,4.15,12.14,26.92,19.22,18.47,6.57,29.17,7.08,17.03,12.78,10.01,9.27,0,0,0,12.72,9.77,0,0,0,0,0,0,0
YKL106W_mRNA,88.68,57.86,70.71,50.86,77.31,61.09,69.05,57.36,68.26,48.71,80.72,74.01,46.34,63.35,62.76,36.92,19.73,32.25,24.89,0,31.29,43.99,52.28,41.84,0,140.26,0,0,0
YLR027C_mRNA,461.59,241,555.02,241.59,490.46,279.06,465.74,493.97,593.82,546.84,268.67,562.51,272.19,522.87,303.07,851.92,392.26,582.87,578.84,568.67,911.78,314.73,347.26,465.99,942.97,1228.94,0,791.31,250.41
YBR236C_mRNA,36.8,68.15,23.7,23.87,21.08,43.97,23.5,23.81,20.54,19.89,46.48,25.8,46.9,27.81,18.82,19.92,18.03,2.9,8.95,29.6,36.58,43.17,84.78,98.01,150.81,70.63,0,17.33,0
YKL112W_mRNA,34.27,27.52,26.33,28.92,32.84,28.85,34.24,27.47,32.26,26.31,35.19,22.38,56.81,10.55,70.67,22.85,31.76,14.11,27.23,71.9,25.63,65.37,0,12.98,68.69,0,203.27,47.35,0
YMR072W_mRNA,20.29,47.31,22.7,79.55,18.95,7.63,29.14,42.33,36.6,32.3,72.59,40.64,26.05,43.11,78.38,22.88,102.37,5.96,4.6,0,23.27,71.92,0,0,0,20.86,0,0,0
YJR108W_mRNA,5.92,0,0,0,0,8.93,0,0,3.42,1.72,7.08,2.97,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR088W_mRNA,74.14,228.47,49.27,234.58,56.82,229.6,75.42,77.48,64.76,50.08,256.2,58.07,186.27,64.64,244.61,84.02,387.94,69.7,65.96,53.52,45.78,327.33,145.83,116.7,0,39.09,0,73.84,712.2
YOR239W_pre-mRNA,34.03,180.79,32.07,226.36,59.76,266.24,43.76,44.58,53.05,44.33,164.85,36.64,190.43,38.57,192.77,21.49,150.83,24.17,24.89,27.37,35.12,173.29,52.23,41.8,0,83.97,217.76,78.1,148.65
YNR033W_mRNA,55.76,3.22,56.81,25.69,53.12,31.13,59.49,45.99,47.08,55.28,39.49,55.14,19.48,54.63,17.06,37.72,23.21,51.16,47.15,33.63,89.51,26.9,10.7,17.13,42.84,246.49,0,142.72,60.84
YMR289W_mRNA,34.56,18.47,15.03,20.71,8.94,23.83,22.55,21.67,20.72,15.39,25.19,18.64,44.07,13.81,12.24,16.78,24.87,9.42,7.27,0,3.05,14.04,40.72,32.59,0,10.93,0,9.39,0
YER045C_mRNA,8.01,4.63,2.36,17.51,2.99,32.84,5.48,4.66,3.47,3.48,30.77,5.01,40.77,5.67,6.13,3.61,41.39,0,9.14,40.25,0,24.62,0,0,0,0,0,0,0
YGR037C_mRNA,250.05,731.17,223.85,1124.98,291.95,1292.47,359.17,372.44,368.12,352.88,890.1,247.31,772.94,307,785.06,78.94,628.7,117.21,141.38,226.25,50.18,455.78,0,0,0,51.42,0,88.29,632.1
YNR016C_mRNA,418.89,547.83,491.2,617.51,484.76,657.14,469.17,450.41,431.44,484.6,644.8,423.99,580.72,413.64,557.8,322.64,451.63,324.41,360.58,483.7,376.02,317.6,351.85,387.84,530.37,324.75,333.54,391.44,491.17
YLR131C_mRNA,14.22,22.97,19.09,38.62,18.06,52.92,18.67,19.31,16.42,24.69,53.71,14.24,25.29,22.15,73.94,17.95,41.66,16.91,13.14,0,32.61,32.43,0,0,0,11.69,0,0,203.9
YLR144C_mRNA,7.03,3.25,21.87,31.39,16.82,41.89,22.33,18.57,18.68,23.21,31.56,14.79,19.67,18.6,32.28,16.5,21.55,31.7,24.46,0,24.2,24.68,0,0,0,0,0,89.41,0
YJR083C_mRNA,21.71,28.76,4.38,6.05,4.63,9.28,7.64,7.22,5.37,7.18,29.43,7.76,11.88,8.79,33.36,25.17,62.25,3.66,5.65,12.47,7.11,54.66,0,0,0,0,0,0,0
YBL015W_mRNA,49.82,36.86,60.57,32.93,61.06,53.5,58.34,54.92,67.89,57.12,25.92,56.89,60.88,56.47,24.43,71.9,38.55,89.56,78.23,40.07,79.99,73.55,30.57,24.46,0,122.94,0,112.59,0
YDL203C_mRNA,22.34,31.76,13.36,26.7,9.63,66.58,14.58,16.34,16.37,15.42,50.76,12.91,48.08,14.61,63.14,24.8,44.67,6.1,12.58,34.55,1.97,33.19,0,21.11,105.62,0,0,0,75.07
YPL267W_mRNA,15.95,99.25,17.54,36.51,17.88,24.01,13.09,26.83,27.63,10.78,57.11,18.64,6.83,12.55,8.22,28.78,46.54,37.46,28.92,0,18.29,37.72,0,0,0,0,0,0,167.59
YLR304C_mRNA,505.65,458.35,486.44,388.1,400.47,396.36,595.77,637.7,639.96,693.15,477.21,622.81,524.42,664.44,538.63,434.48,379.88,595.35,575.43,509.77,468.41,420.1,465.06,471.7,497.79,915.18,996.58,656.43,403.98
YJL200C_mRNA,122.38,51.35,108.77,59.37,96.64,47.62,113.39,120.91,117.22,148.15,60.74,149.73,68.92,132,80.83,57.7,37.97,85.63,78.81,55.93,66.98,36.6,122.82,106.84,42.74,211.63,201.53,58.92,0
YKL192C_mRNA,39.91,389.46,87.76,294.71,141.67,291.46,123.76,157.5,153.62,117.47,310.77,116.59,205.86,94.24,330.41,222,507.94,46.73,66.14,133.75,114.42,248.7,429.38,343.61,0,27.36,115.08,399.27,84.17
YAL054C_mRNA,0,0,0,4.44,0,6.81,0.42,1.18,1.32,0.44,0,0,0,0,0,0,2.03,0,0,0,3.49,0,23.4,18.72,0,0,0,16.14,0
YLR153C_mRNA,621.49,222.33,782.39,274.55,687.61,228.6,660.39,654.74,740.19,789.34,319.85,806.31,380.63,738.3,290.11,694.93,348.83,815.82,839.35,925.87,695.43,295.78,658.49,822.81,1479.87,878.77,307.96,1328.27,197.09
YFL039C_mRNA,4805.61,3338.21,4456.35,2982.95,4117.64,2448.73,4326.26,4382.13,4222.06,4239.5,3119.74,4860.14,3283.2,4554.09,3511.86,3593.66,3573.16,3446.94,3306.54,2848.63,4450.22,3460.84,3480.7,3391.61,3037.61,5226.28,2031.56,4178.97,3015.98
YFL039C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR448W_mRNA,11.74,10.87,33.2,15.99,23.69,21.04,30.85,20.06,24.41,25.84,13.9,30.58,23.94,18.86,21.61,8.47,18.82,36.16,27.9,0,18.85,0,0,0,0,9.66,0,8.29,0
YMR184W_mRNA,0,12.81,14.22,48.45,18.45,82.62,12.01,22.36,28.51,19.06,65.5,2.75,63.46,12.95,84.88,9.9,84.99,0,14.91,66.19,6.29,29.21,83.53,66.84,0,0,0,0,0
YKL206C_mRNA,137.35,122.09,138.94,75.01,125.27,84.82,174.63,192.85,180.74,210.49,110.49,153.74,67.22,133.53,105.82,91.09,54.2,147.44,143.19,129.96,97.28,71.39,92.54,86.4,62.07,199.35,0,213.94,0
YAR015W_mRNA,36.05,68.43,71.81,70.32,79.59,73.58,82.5,79.51,87.04,86.34,77.78,82.06,104.66,80.48,125.99,121.2,39.49,127.21,113.3,65.9,41.34,69.36,0,0,0,107.83,0,0,0
YNL220W_mRNA,64.14,0,92.98,40.81,71.89,25.79,85.72,81.86,83.32,77.84,70.1,75.36,66.02,97.85,30.28,95.68,21.42,58.26,92.23,208.33,82.04,47.75,47.25,37.81,0,20.29,0,0,107.99
YLR359W_mRNA,118.84,40.72,110.95,49.22,110.18,29.56,94.53,94.81,93.39,133.79,52.07,91.47,50.45,96.65,37.11,63.52,41.13,119.65,112.44,88.5,65.62,27.09,101.22,81,0,27.15,0,62.16,13.75
YLR028C_mRNA,107.46,80.08,114.33,134.65,104.26,98.16,103.85,113.35,94.56,116.4,169.98,118.91,105.81,117.86,95.53,153.21,120.15,182.51,170.97,132.43,141.12,97.4,113.05,154.33,319.6,163.94,266.2,79.55,0
YMR120C_mRNA,22.03,0,16.43,14.27,18.52,10.95,15.57,19.95,15.9,21.26,13.02,21.14,18.68,13,8.43,11.59,9.79,13.03,15.09,22.15,2.11,0,0,0,0,0,0,0,0
YOR128C_mRNA,12.02,0,4.25,1.95,3.74,5.98,9.87,10.11,14.46,9.86,9.48,5.02,5.1,7.57,12.28,0,2.67,0,0,0,0,3.52,0,0,0,0,239.56,7.08,0
YGR204W_mRNA,225.41,285.42,213.56,293.43,255.4,273.47,254.73,214.44,227.03,243.99,268.86,258.88,241.17,208.83,211.65,319.33,370.19,351.05,349.12,344.85,297.82,380.24,292.32,248.81,75.3,231.75,271.39,557.97,320.65
YMR300C_mRNA,70.62,40.81,115.08,72.44,98.95,61.43,98.22,102.41,116.65,130.62,71.9,99.22,67.41,114.87,48.09,70.78,47.1,67.28,62.68,47.33,103.48,86.18,15.05,18.03,30.14,193.62,200.99,48.48,110.25
YGL234W_mRNA,95.48,243.05,110.81,193.45,140.6,223.7,132.54,115.81,110.65,127.23,188.96,116.02,203.41,122,189.01,96.25,121.56,98.08,98.81,101.64,75.68,88.69,107.82,103.54,86.3,138.59,0,123.94,140.08
YGR061C_mRNA,228.72,135.64,299.72,131.15,277.42,102.51,241.34,224.55,207.05,299.9,137.77,281.29,107.75,255.32,128.43,185.06,88.34,188.75,230.44,371.97,243,107.53,410.51,400.94,361.79,359.65,143.14,296.9,36.64
YDR408C_mRNA,50.06,105.95,66.47,115.81,74.81,170.89,54.79,52.99,43.35,54.01,119.23,56.97,110.84,58.02,49.16,57.47,58.09,16.06,20.66,36.6,20.88,136.93,86.78,69.45,0,18.72,0,0,28.62
YCL058W-A_mRNA,81.73,235.55,14.98,189.04,23.75,207.22,29.82,33.48,39.32,23.66,76.67,0,176.85,30.02,241.27,0,154.47,42.31,32.66,0,72.9,48.83,0,0,0,0,0,0,520.65
YOL086C_mRNA,9100.79,3730.12,10538.62,3377.5,10910.15,3090.06,9694.11,8922.3,9514.22,8816.5,3694.99,9114.08,3953.09,9484.18,3787.55,6440.89,2576.75,6178.71,7190.59,10683.66,7031.25,2141.84,6045.2,6410.06,7884.18,7689.88,3597.16,6707.67,2051.87
YMR303C_mRNA,0,0,1.23,6.26,4.31,0,7.16,1.42,0,1.29,5.35,7.83,6.48,9.37,0,0,0,8.92,11.56,17.04,5.49,0,0,0,0,0,0,26.73,0
YMR083W_mRNA,99.9,113.13,133.05,140.69,114.26,130.77,123.84,106.44,120.06,126.9,168.78,104.14,106.41,123.24,109.35,108.5,212.18,110.78,118.93,147.58,91.18,96.75,172.43,238.16,501.27,75.46,139.29,122.38,89.14
YGL256W_mRNA,2.03,0,4.79,0,5.32,9.1,6.12,1.18,2.93,2.94,2.4,7.13,7.76,5.76,0,5.5,8.14,0,0,0,0,7.15,0,0,0,0,0,0,0
YBR145W_mRNA,3.05,0,8.63,5.95,14.82,4.56,8.36,13.62,21.14,7.95,3.62,15.28,7.79,15.85,4.69,2.75,12.25,0,0,0,0,0,0,0,0,0,0,0,0
YMR318C_mRNA,90.99,114.97,110.43,187.96,149.38,251.37,138.05,147.15,139.29,105.36,156.83,120.13,253.22,117.18,211.68,159.17,210.11,97.65,95.49,88.71,142.29,169.95,190.01,202.74,254.21,612.32,0,58.41,138.05
YCR105W_mRNA,0,0,0,0,0,0,1.5,1.06,0.79,0,0,2.74,3.49,0,0,2.47,0,0,0,0,0,9.64,0,0,0,0,0,0,0
YMR009W_mRNA,165.59,206.16,148.23,297.92,125.8,266.01,240.11,230.3,231.03,220.5,336.13,143.73,205.74,153.78,307.44,204.11,457.3,200.83,245.04,399.53,177.23,137.13,105.04,84.06,0,0,0,0,243.68
YDR226W_mRNA,350.34,337.94,283.84,459.62,349.59,506.57,416.15,424.52,378.63,328.99,477.9,284.56,476.11,411.58,474.31,181.12,648.15,186.03,197.94,240.54,205.78,672.47,249.94,281.79,393.91,158.14,697.54,226.27,1288.91
YER170W_mRNA,17.8,16.53,10.9,55.6,13.3,53.33,14.61,17.96,14.39,8.25,29.6,5.35,13.65,10.09,21.91,6.42,54.86,0,6.48,28.63,32.66,50.27,0,0,0,14.64,0,0,0
YJR105W_mRNA,738.37,404.97,866.57,523.83,817.57,346.68,597.79,745.12,714.02,765.6,410.31,687.41,355.9,724.28,325.19,853.67,411.23,610.07,657.33,823.3,685.08,331.54,831.52,726.89,309.43,579.71,28.77,817.64,504.96
YCR011C_mRNA,29.45,15.09,44.71,20.09,49.31,17.85,40.88,32.6,43.45,48.31,25.73,37.14,18,42.23,21.67,34.43,19.59,46.51,39.9,17.55,17.51,1.91,62.55,77.08,134.08,44.86,0,34.66,0
YDR216W_mRNA,7.76,17.87,4.26,25.88,3.22,29.47,14.62,15.39,12.44,6.99,28.45,4.75,15.31,7.73,13.16,2.33,13.18,8.6,9.74,13.86,7.91,4.53,20.06,16.34,0,38.99,0,0,0
YCR010C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0
YDL239C_mRNA,0,0,0,1.35,0.52,2.07,0.38,1.35,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR227C_mRNA,0,0,3.48,0,3.94,3.14,6.92,2.86,4.26,2.44,0,6.33,2.68,7.96,3.23,0,0,0,3.85,16.95,12.08,0,0,0,0,0,0,0,0
YMR064W_mRNA,4.04,9.34,11.89,13.74,8.3,12.05,9.39,11.37,11.66,5.85,26.27,11.12,23.14,4.77,6.19,5.46,14.82,9.55,7.37,0,11.58,0,46.45,37.17,0,0,0,0,0
YMR282C_mRNA,16.47,21.14,7.76,12.44,7.52,2.73,7.01,10.66,6.87,14.31,8.65,17.41,23.28,6.91,11.21,8.25,15.86,24.01,21.98,14.72,6.3,3.21,7.02,5.62,0,0,0,0,0
YPL005W_mRNA,1.76,0,2.9,0,1.32,0,3.85,4.44,1.52,2.04,0,0.88,6.72,2.49,0,0,7.04,14.58,11.26,0,0,9.28,0,21.63,108.24,0,0,0,0
YLR040C_mRNA,8.41,0,4.95,8.22,6.28,6.31,3.45,2.45,6.07,146.01,95.01,155.76,91.51,156.8,123.11,37.91,5.64,19.79,15.28,0,14.46,7.43,0,0,0,0,0,0,0
YEL052W_mRNA,29.6,31.6,22.53,22.14,22.97,13.59,25.54,30.04,36.15,23.07,21.55,17.1,20.3,31.18,20.95,43.12,13.68,32.28,24.92,0,20.89,4,17.45,13.96,0,0,0,0,0
YLR397C_mRNA,33.65,64.16,45.84,73.82,48.1,50.11,49.23,39.46,47.72,38.96,53.55,39.56,68.8,49.05,38.05,54.1,114.98,77.94,76.23,76.46,50.33,89.85,44.93,40.45,22.48,162.45,174.63,5.17,109.48
YER017C_mRNA,48.86,43.12,35.88,29.28,24.16,38.51,29.88,33.18,26.13,30.78,32.23,14.39,43.83,23.75,35.17,23.33,24.88,30.42,39.34,69.34,26.36,40.34,49.65,39.73,0,0,0,0,0
YOR129C_mRNA,0,14.27,4.08,8.4,0.46,9.21,3.72,6.48,5.72,3.22,7.3,4.34,7.86,6.43,5.68,5.58,0.82,10.26,7.92,0,8.52,6.51,0,0,0,66.16,0,0,0
YDR085C_mRNA,1.73,3.99,5.29,10.06,3.87,15.43,6.14,5.69,4.48,5.5,14.27,6.05,15.36,0.81,15.85,4.67,21.86,6.13,4.73,0,0,9.09,0,0,0,0,0,0,0
YGL071W_mRNA,7.85,18.12,8.5,30.46,7.62,56.1,6.44,4.26,12.68,6.81,33.36,11.79,15.96,4.45,14.41,15.57,42.86,3.71,5.73,12.62,9,27.54,0,0,0,0,0,0,0
YPL202C_mRNA,6.45,64.64,8.1,33.44,7.23,28.87,5.29,6.68,10.55,8.71,33.06,5.38,30.11,8.12,56.02,7.76,34.43,0,0,0,0,41.58,0,0,0,8.84,0,0,0
YNR044W_mRNA,9.01,0,9.19,7.28,3.37,4.47,2.87,3.5,4.77,2.17,1.77,4.51,0,4.25,0,12.19,9,10.66,8.23,0,10.33,2.63,0,0,0,0,0,5.3,0
YGL032C_mRNA,0,17.22,10.37,57.9,8.22,44.43,14.05,24.21,16.95,0,8.81,0,0,3.46,0,13.24,109.29,8.58,6.62,0,0,39.27,0,0,0,30.18,0,0,0
YPR021C_mRNA,17.23,22.72,14.5,27.45,13.34,16.49,18.19,20.06,18.12,21.74,20.33,21.57,25.01,12.79,22.58,14.43,11.47,2.92,2.25,0,25.41,15.11,4.73,3.78,0,0,115.36,0,0
YDR524C_mRNA,19.34,4.97,21.26,14.62,11.24,3.21,17.64,18.76,19.85,19.28,27.96,11.84,16.42,21.31,23.05,17.44,12.9,22.86,17.65,0,7.39,3.78,0,0,0,0,0,68.28,0
YIL044C_mRNA,6.76,109.85,25.49,92.36,25.27,86.06,27.75,46.59,47.83,28.39,108.36,28.78,108.01,33.53,124.81,36.6,133.58,3.98,3.08,0,38.77,83.51,70.59,62.26,0,0,260.84,0,127.19
YCL025C_mRNA,60.69,63.02,90.19,83.01,77.77,43.37,69.78,77.2,75.34,69.24,62.32,84.52,43.95,54.52,66.83,134.48,99.4,161.35,148.17,109.69,100.98,114.98,191.87,162.48,55.88,155.06,186.22,89.88,79.45
YBR132C_mRNA,16.08,4.13,13.47,10.41,12.02,18.64,18.09,13.18,12.9,11.9,8.45,12.53,20.46,5.91,21.89,25.79,30.97,19.03,27.74,57.49,26.64,43.94,20.57,16.46,0,7.35,0,0,0
YFL055W_mRNA,1.89,0,3.12,0,1.41,0,1.04,2.94,3.28,2.74,2.24,2.84,0,1.79,0,1.71,0,6.72,10.37,22.84,4.34,0,0,0,0,0,0,0,0
YFL030W_mRNA,0,13.79,2.1,0,4.44,0,8.95,3.46,6.01,5.17,10.58,5.96,3.8,0,0,0,5.97,7.03,5.71,0,17.05,10.48,0,0,0,0,0,94.51,0
YDR214W_mRNA,169.04,878.08,194.99,829.13,209.07,823.58,272.71,218.88,240.61,210.92,1005.38,220.38,952.05,220.2,908.78,339.1,834.15,298.87,302.56,316.44,197.18,590.49,154.35,132.64,44.78,239.71,1447.02,123.48,948.89
YOR023C_mRNA,7.48,12.96,15.86,63.58,13.27,52.96,10.74,13.79,19.43,18.4,57.46,21.54,80.89,14.13,57.28,33.73,66.08,30.96,23.9,0,42.88,95.26,7.17,5.74,0,0,0,0,70.04
YCR082W_mRNA,19.74,246.5,21.7,252.58,34.42,268.35,50.41,56.18,55.08,36.19,141.84,59.31,262.96,37.28,132.74,23.74,93.35,0,5.95,26.46,7.55,199.1,0,0,0,27.06,853.57,0,0
YLR109W_mRNA,1040.9,854.14,1213.11,866.25,1481.94,943.65,1605.86,1430.92,1477.19,1517.23,1179.61,1120.57,905.29,1348.99,948.23,1079.47,884.16,1396.69,1527.74,1991.51,1503.89,1152.52,1783.65,1847.2,2113.8,792.02,473.23,1117.1,2047.95
YHR093W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNR074C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL046C_mRNA,21.88,51.33,15.46,28.77,32.7,55.2,44.1,32.11,42.11,25.34,26.26,29.22,75.37,61.99,56.71,19.74,44.44,34.11,26.33,0,33.46,26.02,0,0,0,29.99,0,0,0
YER087W_mRNA,51.17,18.2,36.16,42.07,27.21,38.15,30.15,25.59,28.97,35.32,37.23,37.45,27.55,30.67,24.12,39.05,30.19,37.24,39.53,47.49,24.83,34.58,0,0,0,16.19,0,76.44,0
YER093C-A_mRNA,0,0,18.29,5.44,29,0,27.31,16.14,20.81,11.24,0,19.44,0,10.47,51.48,10,7.47,0,30.14,133.79,0,0,0,0,0,0,0,0,0
YER093C-A_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL160W_mRNA,20.58,4.32,29.97,12.72,17.47,16.73,29.18,21.42,19.44,30.33,8.85,26.23,16.66,34.45,17.19,27,0,22.13,25.63,37.62,32.18,3.29,0,5.74,28.75,0,0,0,105.12
YHL021C_mRNA,28.8,117.87,36.54,107.72,35.59,95.88,29.7,33.97,53.08,37.2,94.37,27.74,79.01,40.8,91.71,87.93,115.34,39.28,46.49,71.28,86.38,97.39,165.79,133.1,0,0,0,0,304.59
YHR198C_mRNA,15.72,72.91,28.15,18.39,14.1,32.93,22.37,21.36,21.78,17.29,37.3,28.34,32.12,10.39,53.16,11.34,39.97,59.34,48.67,12.64,32.45,72.06,96.21,77,0,0,0,44.4,0
YIL087C_mRNA,5.78,27.02,8.17,17.04,15.13,8.72,15.82,16.84,11.69,13.39,6.91,2.9,29.76,13.65,8.95,41.73,11.7,0,20.95,93.03,26.53,92.44,0,0,0,0,0,0,0
YAL049C_mRNA,66.24,18.11,56.91,64.71,52.41,70.1,50.11,68.81,67.49,60.91,55.58,44.88,19.94,47.84,48.01,31.63,88.84,114.73,116.9,125.36,44.68,75.72,178.58,214.36,359.24,16.02,0,68.79,0
YIL158W_mRNA,10.41,12.14,14.71,10.2,9.72,0,8.54,16.16,22.53,7.53,24.83,15.63,13.36,7.37,32.17,23.47,0,30.56,23.59,0,0,27.68,0,0,0,192.58,0,0,0
YIR003W_mRNA,8.47,62.59,14.76,90.45,11.39,116.09,21.32,21.36,21.02,17.65,72.03,7.63,101.23,11.2,121.86,27.5,116.26,8.02,9.28,13.62,13.6,95.16,0,5.26,26.02,0,577.97,17.94,243.07
YJL046W_mRNA,2.47,5.71,8.72,12.01,5.53,7.37,8.1,8.14,12.11,5.72,8.77,18.54,3.15,3.5,3.79,4.45,8.24,29.16,24.76,9.93,5.66,13.03,0,0,0,0,0,0,0
YJL131C_mRNA,2.77,6.41,0.65,16.17,3.1,8.27,4.54,3.22,1.6,1.6,6.56,0,7.06,2.61,4.25,0,9.25,6.54,12.61,33.39,0,0,0,0,0,0,0,0,0
YJR080C_mRNA,76.39,94.33,64.79,66.92,52.33,106.5,66.19,66.72,74.98,42.76,39.2,77.79,32.46,52.91,105.5,82.69,83.36,66.17,65.01,61.44,160.61,58.26,29.26,78.05,273.91,0,0,0,175.21
YJR100C_mRNA,6.61,30.69,17.92,12.9,12.36,39.6,18.1,12.84,24.82,18.19,31.4,14.91,21.12,15.62,5.09,26.85,31,23.4,18.06,0,18.96,58.33,0,0,0,0,0,0,0
YKL037W_mRNA,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR074W_mRNA,16.61,64.63,22.17,97.8,10.34,83.39,28.78,47.27,31.96,22.44,125.61,19.41,56.93,28.76,77.1,29.96,89.51,58.48,45.14,0,0,88.43,63.21,50.59,0,22.77,0,0,0
YBR108W_mRNA,10.59,8.14,4.44,22.82,3.52,22.77,9.98,6.4,8.49,4.77,29.16,5.3,31.39,6.11,26.99,4.25,32.9,15.87,12.55,0,0,59.85,0,0,0,4.84,0,0,36.67
YML050W_mRNA,0,0,2.91,0,3.46,0,10.97,1.8,8.91,7.15,3.66,6.18,0,4.37,0,0,24.77,0,0,0,17.69,16.31,106.23,85.01,0,0,0,0,0
YML087C_mRNA,0,0,3.35,0,2.66,0,5.84,2.76,2.05,3.09,0,1.78,0,3.36,0,0,2.38,8.38,6.47,0,16.32,12.56,0,0,0,0,0,0,0
YMR003W_mRNA,16.14,12.56,5.07,10.56,8.04,8.1,2.94,8.35,7.77,7.79,6.42,5.39,41.48,2.54,0,9.71,21.74,0,0,0,43.19,0,0,0,0,0,0,0,0
YMR157C_mRNA,10.8,0,22.04,24.59,22.86,32.35,26.59,18.86,22.86,26.05,29.92,7.21,18.41,27.19,27.69,3.25,9.65,4.24,3.27,0,28.89,12.71,41.26,33.02,0,0,0,152.49,22.58
YOL053W_mRNA,15.25,5.88,11.37,17.31,12.34,3.8,9.04,9.37,15.4,11.77,6.02,14,6.48,9.6,27.3,4.58,5.09,27.12,20.98,0,8.74,35.78,58.4,46.73,0,0,347.69,71.78,0
YBR194W_mRNA,0,152.32,6.98,58.21,11.07,98.27,14.59,10.35,8.55,15.44,84.99,0,99.11,5.6,110.13,0,71.92,0,0,0,0,63.16,0,0,0,243.66,0,0,112.23
YOR215C_mRNA,20.47,0,4.82,20.01,4.59,12.28,13.44,15.1,10.64,7.11,14.61,8.2,20.97,5.8,12.62,3.69,71.42,0,7.93,32.93,14.09,14.47,0,0,0,0,0,144.56,0
YPL158C_mRNA,21.31,42.16,19.36,41.36,22.74,31.73,24.15,18.9,20.21,31.72,34.15,18.29,52.23,18.68,44.24,13.73,30.41,9.01,6.95,0,13.96,21.37,0,0,0,6.26,0,59.11,37.97
YPR004C_mRNA,29.52,7.61,88.87,38.39,77.22,73.65,59.24,83.4,76.7,66.47,38.93,39.43,37.71,60.41,30.26,59.18,94.42,69.63,62.71,39.58,158,81,87.82,70.3,0,13.49,0,11.58,0
YHR199C_mRNA,86.61,35.86,77.97,21.11,83.21,18.51,58.39,68.18,80.36,66.26,14.67,71.25,23.69,80.34,33.28,53.01,6.21,105.82,103.05,99.51,46.11,32.71,94.67,75.76,0,0,0,98.29,0
YDL237W_mRNA,87.44,17.86,91.48,52.57,87.44,49.94,77.4,63.88,68.3,75.94,27.41,74.7,39.34,70.44,19.73,109.02,18.9,82.01,84.41,93.08,132.71,49.79,49.25,39.41,0,10.58,0,136.2,0
